download,"download (v.) 下載、將檔案或資料從網路傳輸至本機
【搭配詞】
download an attachment 下載附件
download a mobile app 下載行動應用程式
【例句】
Please download the presentation slides from the company website before the meeting. (請在會議前從公司網站下載簡報投影片。)"
downloaded,"downloaded (v.) 下載（資料、軟體等）
【例句】
The IT department downloaded the latest security patches to protect the company network. (資訊部門下載了最新的安全補丁以保護公司網路。)"
downloading,"downloading (v., gerund) 下載（資料、軟體等）
【搭配詞】
downloading an attachment 下載附件
downloading the manual 下載手冊
【例句】
Please wait while the software is downloading; it may take a few minutes. (請稍等，軟體正在下載，可能需要幾分鐘。)"
downpour,"downpour (n.) 傾盆大雨、驟雨
【搭配詞】
sudden downpour 突如其來的豪雨
heavy downpour 大雨
【例句】
The heavy downpour delayed the delivery of the goods, causing a backlog at the warehouse. (傾盆大雨延遲了貨物的交付，導致倉庫積壓。)"
downside,"downside (n.) 缺點、不利的一面、負面
【搭配詞】
potential downside 潛在的缺點
【例句】
The downside of working from home is the lack of face-to-face interaction with colleagues. (在家工作的缺點是缺乏與同事面對面的互動。)"
downsize,"downsize (v.) 縮減規模、裁減人員（通常指公司為了降低成本而減少員工數量或業務規模）
【搭配詞】
downsize the workforce 裁減勞動力
downsize operations 縮減業務規模
【例句】
The company decided to downsize its workforce due to the economic downturn. (由於經濟衰退，公司決定裁減人員。)"
downsizing,"downsizing (n., v.) 裁員、縮編
【搭配詞】
corporate downsizing 公司裁員/縮編
radical downsizing 大幅縮編
【例句】
The company announced a significant downsizing to streamline operations and improve profitability. (公司宣布進行大規模裁員，以簡化營運並提高盈利能力。)"
downstairs,"downstairs (adv., adj.) 在樓下、往樓下
【搭配詞】
downstairs lobby 樓下大廳
downstairs neighbor 樓下鄰居
【例句】
Could you please go downstairs and check if the package has arrived? (你能下樓看看包裹到了沒嗎？)"
downtown,"downtown (n.) 市中心區域
【搭配詞】
downtown office 市中心辦公室
downtown branch 市中心分店
【例句】
The company's headquarters are located downtown, making it convenient for employees to access public transportation. (公司的總部位於市中心，方便員工使用公共交通。)"
downturn,"downturn (n.) 經濟下行、衰退期
【搭配詞】
economic downturn 經濟衰退
sharp downturn 劇烈下滑
【例句】
The company is bracing for a potential downturn in the market due to rising inflation. (由於通貨膨脹上升，公司正為市場可能出現的經濟下行做準備。)"
downward,"downward (adj., adv.) 向下的、往下地
【搭配詞】
downward trend 下滑趨勢
downward pressure 下行壓力，如價格或通膨
【例句】
The company reported a downward trend in profits this quarter. (該公司報告本季度利潤呈現下降趨勢。)"
dozen,"dozen (n., adj.) 一打、十二個
【例句】
She bought a dozen eggs from the supermarket. (她從超市買了一打雞蛋。)"
draft,"draft (n., v.) 草稿、初稿、暫定方案
【搭配詞】
first draft 初稿
rough draft 草案
【例句】
The marketing team needs to submit a draft of the new campaign proposal by Friday. (行銷團隊需要在星期五前提交新活動提案的草稿。)"
drafts,"drafts (n.) 草稿、初稿
【搭配詞】
rough drafts 初稿
final drafts 最終定稿
【例句】
The marketing team is currently working on the first draft of the new brochure. (行銷團隊目前正在製作新傳單的初稿。)"
drag,"drag (v., n.) 拖曳、拉動、（電腦操作中）拖動
【搭配詞】
drag-and-drop 拖放
drag one's feet 拖延
【例句】
To rearrange the icons on your desktop, simply drag and drop them to the desired locations. (要重新排列桌面上的圖示，只需將它們拖動到您希望的位置即可。)"
drain,"drain (v., n.) 排空、耗盡、（下水道等）排水口
【搭配詞】
a drain on the company's finances 公司財務的負擔
brain drain 人才外流
【例句】
The company needs to drain its excess inventory before the new product launch. (公司需要在新品上市前將其過剩的庫存清空。)"
drama,"drama (n.) 戲劇、風波、（公司內部）爭端
【詞性變化】
dramatically (adv.)
【搭配詞】
period drama 古裝劇
medical drama 醫療劇
【例句】
The internal drama surrounding the merger has significantly impacted employee morale. (關於這項併購的內部爭端已對員工士氣造成顯著影響。)"
dramatic,"dramatic (adj.) 戲劇性的、引人注目的、極具影響力的
【搭配詞】
dramatic increase/decrease 劇增/驟減
dramatic change 顯著變化
【例句】
The company's stock price experienced a dramatic increase after the announcement of the new product. (隨著新產品的發布，該公司的股價出現了戲劇性的上漲。)"
dramatically,"dramatically (adv.) 戲劇性地、明顯地、驟然地（指變化或情況發生迅速且引人注目）
【搭配詞】
increase dramatically 大幅增加
fall dramatically 大幅下跌
【例句】
The company's profits increased dramatically after the new marketing campaign. (新的行銷活動讓公司利潤大幅提升。)"
drank,"drank (v.) 飲用（過去式，drink 的過去式）
【詞性變化】
drunk (v.)
【搭配詞】
drank a toast to 舉杯祝賀
【例句】
During the business trip, he drank several cups of coffee to stay awake. (在這次商務旅行中，他喝了好幾杯咖啡以保持清醒。)"
drape,"drape (v.) 垂懸、覆蓋、懸掛
【例句】
The hotel staff draped the conference room with elegant fabrics to create a sophisticated atmosphere. (飯店人員用優雅的布料覆蓋會議室，營造出精緻的氛圍。)"
drastic,"drastic (adj.) 極端的、劇烈的、徹底的
【搭配詞】
drastic measures 嚴厲措施
drastic change 劇烈變化
【例句】
The company implemented drastic measures to cut costs and improve efficiency. (公司採取了極端的措施來削減成本並提高效率。)"
drastically,"drastically (adv.) 大幅度地、徹底地（表示變化或程度非常大）
【搭配詞】
drastically reduce 大幅減少
drastically change 大幅改變
【例句】
The company had to drastically reduce its workforce due to the economic downturn. (由於經濟衰退，公司不得不大幅度削減人力。)"
draw,"draw (v.) 繪製、圖解、吸引（注意力）
【詞性變化】
drew (v.)
drawn (v.)
【搭配詞】
draw up a contract 起草合約
draw up a proposal 擬定提案
【例句】
The marketing team needs to draw a flowchart to illustrate the customer journey. (行銷團隊需要繪製流程圖來圖解客戶旅程。)"
drawback,"drawback (n.) 缺點、不利因素、弊端
【搭配詞】
major drawback 主要缺點
serious drawback 嚴重缺陷
【例句】
One drawback of the new software is its compatibility issues with older systems. (新軟體的缺點之一是它與舊系統的相容性問題。)"
drawbridge,"drawbridge (n.) 可升降的吊橋
【搭配詞】
bridge 固定橋樑
viaduct 高架橋
【例句】
The security team lowered the drawbridge to allow the delivery trucks to enter the facility. (安全團隊放下吊橋，以便送貨車輛進入設施。)"
drawer,"drawer (n.) 抽屜、屜
【詞性變化】
draw (v.) 畫、拉
【搭配詞】
top drawer 最上層抽屜
desk drawer 書桌抽屜
【例句】
Please file the documents in the top drawer of the filing cabinet. (請將文件放入檔案櫃的抽屜裡。)"
drawing,"drawing (n.) 繪圖、圖畫、設計圖
【搭配詞】
technical drawing 技術圖面
architectural drawing 建築圖面
【例句】
The architect presented detailed drawings of the new office building to the client. (建築師向客戶展示了新辦公大樓的詳細設計圖。)"
drawn,"drawn (adj., v.) 被拉取的、被繪製的、（圖畫、設計等）被吸引的
【詞性變化】
drew (v.)
【搭配詞】
The contract is currently being drawn up by the legal department 法律部門正在擬定合約
【例句】
The marketing team was drawn to the innovative design of the new product. (行銷團隊被新產品的創新設計所吸引。)"
dream,"dream (n., v.) 夢想、抱負、（尤指睡眠中的）夢境
【搭配詞】
dream job 理想工作
dream of/about doing something 夢想做某事
【例句】
The company's long-term dream is to become a global leader in the industry. (該公司的長期夢想是成為業界的全球領先者。)"
dreamed,"dreamed (v.) 夢見、想像（某事）
【例句】
During the brainstorming session, I dreamed up a new marketing campaign targeting younger demographics. (在腦力激盪會議中，我構思了一個針對年輕人口統計群體的全新行銷活動。)"
dreams,"dreams (n.) 夢想、願景、（計畫或目標的）藍圖
【搭配詞】
pursue one's dreams 追求夢想
realize a dream 實現夢想
【例句】
Our company's long-term dreams include expanding into new international markets. (我們公司的長期夢想包括擴展到新的國際市場。)"
dreary,"dreary (adj.) 沉悶乏味的、令人感到厭倦的
【詞性變化】
drearier (adj.)
dreariest (adj.)
【例句】
The project timeline has been extended, and the work is becoming increasingly dreary. (專案時程已延長，工作變得越來越沉悶乏味。)"
dress,"dress (n., v.) 服裝、（尤指女性的）洋裝
【搭配詞】
dress appropriately 穿著得體
professionally dressed 穿著專業的
【例句】
The company dress code requires employees to wear business attire. (公司的服裝規定要求員工穿著商務服裝。)"
dresser,"dresser (n.) 梳妝台、抽屜櫃（通常放置衣物或個人物品）
【搭配詞】
top of the dresser 櫃子上方常擺放燈或裝飾品
dresser drawer 梳妝台抽屜
【例句】
The hotel room included a spacious dresser with ample storage space. (這間飯店房間配備了一個寬敞的梳妝台，提供充足的儲物空間。)"
drew,"drew (v.) 畫、繪製、拉、牽引
【詞性變化】
drawn (v.)
【搭配詞】
drew attention to 引起對...的注意
drew a conclusion 得出結論
【例句】
The architect drew up the blueprints for the new office building. (建築師繪製了新辦公大樓的設計圖。)"
drift,"drift (v., n.) 漫遊、漂移、逐漸改變方向或狀態
【例句】
The ship drifted aimlessly in the storm, waiting for rescue. (這艘船在暴風雨中漫無目的地漂流，等待救援。)"
drill,"drill (n., v.) 演練、訓練（通常指重複性的練習以提高技能或知識）
【搭配詞】
fire drill 消防演習
emergency drill 緊急演習
【例句】
The sales team conducted a role-playing drill to prepare for upcoming client presentations. (銷售團隊進行了角色扮演演練，以準備即將到來的客戶簡報。)"
drink,"drink (n., v.) 飲品、飲用
【詞性變化】
drank (v.)
drunk (v.)
【搭配詞】
soft drink 汽水/無酒精飲料
complimentary drink 贈送的飲料
【例句】
The conference attendees can enjoy complimentary drinks and snacks during the networking session. (與會者可以在交流環節享用免費的飲品和點心。)"
drinking,"drinking (v., n.) 飲用行為、飲品消費
【詞性變化】
drank (v.)
drunk (v.)
【搭配詞】
drinking fountain 飲水機
drinking water 飲用水
【例句】
The company is offering complimentary drinking water for all attendees at the conference. (公司在會議中為所有與會者提供免費飲用水。)"
drinks,"drinks (n.) 飲料、飲品（通常指非食物的液體，例如咖啡、茶、果汁等）
【搭配詞】
refreshments 茶點
【例句】
The conference attendees can enjoy complimentary drinks and snacks in the lounge. (會議參與者可以在休息室享用免費飲料和小點心。)"
drive,"drive (v., n.) 駕駛、驅動、推進、（電腦）硬碟
【詞性變化】
drove (v.)
driven (v.)
【搭配詞】
drive growth 推動成長
drive innovation 推動創新
【例句】
The company provides shuttle drives for employees to and from the airport. (公司為員工提供機場接駁車服務。)"
driven,"driven (adj., v.) 驅動、積極主動、有決心
【詞性變化】
drove (v.)
【搭配詞】
a highly driven salesperson 一名極具進取心的銷售員
growth driven by strong exports 由強勁出口帶動的增長
【例句】
She is a highly driven employee who consistently exceeds expectations. (她是一位積極主動的員工，始終超越期望。)"
driver,"driver (n., v.) 駕駛員、（電腦）驅動程式
【詞性變化】
drove (v.)
driven (v.)
【搭配詞】
delivery driver 送貨司機
driver's license 駕照
【例句】
The company is looking for experienced truck drivers to handle long-distance deliveries. (公司正在尋找有經驗的卡車司機來處理長途運輸。)"
drivers,"drivers (n.) 駕駛員、車輛駕駛者
【搭配詞】
key drivers of growth 成長的關鍵驅動力
market drivers 市場導向/驅動因素
【例句】
The company provides training for its drivers to ensure safety and efficiency. (公司為其駕駛員提供培訓，以確保安全和效率。)"
driveway,"driveway (n.) 車道、車輛進入住宅或建築物的路徑
【搭配詞】
The driveway needs to be repaved 車道需要重新鋪設
blocking the driveway 阻擋車道
【例句】
The delivery truck had difficulty navigating the narrow driveway. (送貨車在狹窄的車道上難以通行。)"
driving,"driving (v., adj., n.) 駕駛、行駛、促使、驅動
【詞性變化】
drove (v.)
driven (v.)
【搭配詞】
driving the local economy forward 推動當地經濟前進
【例句】
The company provides shuttle services for employees driving to the office. (公司為開車上班的員工提供接駁服務。)"
drop,"drop (v., n.) 放下、減少、降低、（價格）降價
【搭配詞】
a significant drop 顯著下降
【例句】
The supplier dropped the price of the raw materials by 10% due to increased competition. (由於競爭加劇，供應商將原材料的價格降低了 10%。)"
dropped,"dropped (v., adj.) 掉落、遺失、降落
【搭配詞】
dropped significantly 大幅下降
dropped slightly 微幅下降
【例句】
The company's stock price dropped significantly after the announcement of the disappointing earnings report. (在發布令人失望的盈利報告後，該公司的股價顯著下跌。)"
drops,"drops (n., v.) 滴落、減少（數量、價格等）
【搭配詞】
significant drops in profits 利潤大幅下降
sharp drops in prices 價格驟降
【例句】
The company's profits dropped significantly due to the economic downturn. (由於經濟衰退，該公司的利潤大幅下降。)"
drought,"drought (n.) 乾旱、長期缺水現象，對農業和經濟造成影響
【搭配詞】
severe drought 嚴重乾旱
prolonged drought 長期乾旱
【例句】
The prolonged drought has severely impacted crop yields, forcing the company to consider alternative sourcing options. (長期的乾旱嚴重影響了農作物產量，迫使公司考慮替代採購方案。)"
drucker,"drucker (n.) 印表機
【搭配詞】
Management by Objectives MBO, 目標管理
Knowledge Worker 知識工作者
【例句】
The IT department needs to replace the faulty printer in the accounting department. (資訊部門需要更換會計部門的故障印表機。)"
drug,"drug (n.) 藥品、毒品（在商務情境中通常指處方藥或醫療用品，也可能指非法藥品，需根據語境判斷）
【搭配詞】
prescription drug 處方藥
【例句】
The company's health insurance plan covers prescription drugs. (公司的健康保險計劃涵蓋處方藥品。)"
drum,"drum (n., v.) 鼓、敲擊樂器，也指鼓點或鼓聲
【例句】
The company's marketing team used a rhythmic drumbeat in their latest commercial to create a memorable brand experience. (該公司的行銷團隊在其最新廣告中使用有節奏的鼓點，以創造令人難忘的品牌體驗。)"
dry,"dry (adj., v.) 乾燥的、乾的、使變乾、擦乾、無趣的、枯燥的、（天氣）乾旱的、（酒）不甜的
【詞性變化】
drier (adj.)
driest (adj.)
【例句】
Please ensure the documents are completely dry before storing them. (請確保文件在存放前完全乾燥。)"
dual,"dual (adj.) 雙重的、兩部分的、雙向的
【搭配詞】
dual-purpose 雙重用途
dual roles 雙重角色
【例句】
The product offers dual functionality, serving as both a charger and a portable speaker. (該產品提供雙重功能，既是充電器又是便攜式音響。)"
dub,"dub (v., n.) 為影片、廣播節目等配音、授予（稱號、綽號）、給…起綽號、稱…為…
【例句】
The animated film was originally released in Japanese and later dubbed into English. (這部動畫電影最初以日語發行，後來被配音成英語。)"
dublin,"dublin (n.) 都柏林，愛爾蘭首都，也是重要的商業和金融中心
【搭配詞】
Dublin branch office 都柏林分公司
headquartered in Dublin 總部設於都柏林
【例句】
Our company is considering expanding its operations to Dublin next year. (我們公司正在考慮明年將業務擴展到都柏林。)"
duck,"duck (v., n.) 躲避、閃避、（鳥類）鴨子
【搭配詞】
duck the question 迴避問題
duck one's responsibilities 逃避責任
【例句】
The manager asked the employee to duck under the desk during the fire drill. (經理要求員工在消防演習期間躲在桌子底下。)"
ducts,"ducts (n.) 管道、導管（用於輸送空氣、水等）
【搭配詞】
air ducts 通風管
ventilation ducts 排氣管
【例句】
The HVAC technician inspected the air ducts for any blockages. (空調技師檢查了導管是否有任何堵塞。)"
due,"due (adj., prep., adv.) 到期日、應繳期限、應由…負責
【詞性變化】
dewer (adj.)
dewest (adj.)
【搭配詞】
due date 截止日期
in due course 在適當的時候
【例句】
The invoice is due on the 15th of next month. (發票的到期日是下個月的 15 號。)"
due-date,"due-date (n.) 截止日期、到期日（通常指專案、文件或付款的最後期限）
【搭配詞】
Set a due date 設定截止日期
Extend the due date 延長期限
【例句】
Please submit your expense reports by the due-date to ensure timely reimbursement. (請在截止日期前提交您的費用報表，以確保及時報銷。)"
dull,"dull (adj.) 乏味的、沉悶的、缺乏吸引力的
【詞性變化】
duller (adj.)
dullest (adj.)
【搭配詞】
dull season 淡季
dull weather 陰沈的天氣
【例句】
The presentation was rather dull and failed to engage the audience. (簡報相當乏味，未能吸引聽眾。)"
duly,"duly (adv.) 適當地、正式地、按時地、妥當地
【搭配詞】
duly signed 正式簽署
duly noted 已正式紀錄/知悉
【例句】
The report was duly submitted before the deadline. (報告已在截止日期前妥善提交。)"
dumbbell,"dumbbell (n.) 啞鈴
【搭配詞】
lift dumbbells 舉啞鈴
a set of dumbbells 一組啞鈴
【例句】
She uses a five-pound dumbbell for her arm exercises. (她用一個五磅的啞鈴做手臂運動。)"
dump,"dump (n., v.) 傾倒、廢棄物、（電腦）清除資料
【搭配詞】
illegal dumping 非法棄置
dumping ground 垃圾場/傾銷市場
【例句】
The logistics team needs to arrange for the proper disposal of the damaged goods. (物流團隊需要安排妥善處理損壞的商品。)"
dumping,"dumping (v., n.) 傾銷（指將商品以低於成本或市場價格大量銷售到其他國家或地區）
【搭配詞】
anti-dumping duties 反傾銷稅
illegal dumping 非法傾倒
【例句】
The company is accused of dumping outdated inventory on the overseas market. (該公司被指控將過時的庫存傾銷到海外市場。)"
duplicate,"duplicate (n., v.) 複製本、副本、重覆
【搭配詞】
a duplicate key 備用鑰匙
avoid duplicate entries 避免重複輸入數據
【例句】
Could you please make a duplicate of this contract for my records? (您能幫我影印一份這份合約作為我的記錄嗎？)"
durable,"durable (adj.) 耐用的、堅固的、能長時間使用的
【搭配詞】
durable goods 耐用品
durable materials 耐用材料
【例句】
The company is looking for durable packaging materials to ensure products arrive safely. (公司正在尋找耐用的包裝材料，以確保產品安全送達。)"
duration,"duration (n.) 持續時間
【搭配詞】
for the duration of 在...期間
total duration 總時長
【例句】
The department implemented innovative duration procedures to improve operational efficiency. (部門實施創新的duration程序以提高營運效率。)"
during,"during (prep.) 在...期間、在...時候
【搭配詞】
during business hours 在營業時間內
during the orientation 在入職培訓期間
【例句】
She fell asleep during the movie. (她在電影期間睡著了。)"
dust,"dust (n., v.) 灰塵、塵土
【例句】
The cleaning crew needs to dust the office furniture before the meeting. (在會議開始前，清潔人員需要擦拭辦公室家具上的灰塵。)"
dusting,"dusting (v.) 清除灰塵、除塵
【搭配詞】
dusting the furniture 擦拭家具灰塵
dusting off 除塵
【例句】
The cleaning crew is responsible for dusting the office furniture every Friday. (清潔人員負責每週五除塵辦公室家具。)"
dutch,"dutch (adj., n.) 荷蘭的、荷蘭語的
【詞性變化】
dutchier (adj.)
dutchest (adj.)
【例句】
The company is exploring partnerships with Dutch firms to expand into the European market. (該公司正在探索與荷蘭公司的合作夥伴關係，以擴展到歐洲市場。)"
duties,"duties (n.) 職責、義務、任務（通常指工作或職位所帶來的責任）
【例句】
As a project manager, her duties include overseeing the team and ensuring deadlines are met. (身為專案經理，她的職責包括監督團隊並確保達成期限。)"
duty,"duty (n., v.) 職責、義務、任務
【搭配詞】
on duty 正在值班
off duty 下班
【例句】
It's my duty to ensure the project is completed on time and within budget. (確保專案按時且在預算內完成是我的職責。)"
duty-free,"duty-free (adj.) 免稅的、免關稅的（通常指在機場、船上或邊境地區銷售的商品）
【搭配詞】
duty-free shop 免稅店
duty-free allowance 免稅額度
【例句】
Passengers can purchase duty-free goods at the airport before their flight. (乘客可以在航班前在機場購買免稅商品。)"
dwell,"dwell (v.) 居住、長期居住
【詞性變化】
dwelt (v.)
【例句】
Many employees choose to dwell in the suburbs due to the lower cost of living. (許多員工選擇在郊區居住，因為那裡的居住成本較低。)"
dwindle,"dwindle (v.) 逐漸減少、萎縮（尤指數量、資源等）
【搭配詞】
dwindling profits 利潤縮減
dwindling resources 資源枯竭
【例句】
The company's profits dwindled due to increased competition and declining sales. (由於競爭加劇和銷售額下降，該公司的利潤逐漸減少。)"
dye,"dye (n., v.) 染料、染色
【搭配詞】
natural dye 天然染料
synthetic dye 合成染料
【例句】
The fabric was dyed a vibrant blue. (這塊布被染成了鮮豔的藍色。)"
dynamic,"dynamic (adj.) 不斷變化的、充滿活力的、具有潛力的
【搭配詞】
dynamic pricing 動態定價
【例句】
The company needs to adopt a more dynamic approach to marketing to stay competitive. (為了保持競爭力，公司需要採取更具活力的行銷方式。)"
dynamite,"dynamite (n.) 強力炸藥
【搭配詞】
dynamite blast 炸藥爆炸
dynamite marketing strategy 極其成功的行銷策略
【例句】
The construction company used dynamite to clear the rocky terrain for the new highway. (該建築公司使用炸藥清理了新公路的崎嶇地形。)"
dysfunction,"dysfunction (n.) 功能障礙、失調
【搭配詞】
systemic dysfunction 系統性功能障礙
erectile dysfunction 在醫療保險文章中出現
【例句】
The company is experiencing operational dysfunction due to outdated technology. (由於技術過時，公司目前面臨營運失調的問題。)"
e-book,"e-book (n.) 電子書
【搭配詞】
download an e-book 下載電子書
e-book reader 電子書閱讀器
【例句】
I prefer reading e-books on my tablet because it's convenient for travel. (我喜歡在平板上閱讀電子書，因為旅行時很方便。)"
e-mail,"e-mail (n.) 電子郵件、電子郵件訊息
【搭配詞】
send an e-mail 發送郵件
forward an e-mail 轉寄郵件
【例句】
Please send your resume as an e-mail attachment to the HR department. (請將您的履歷作為電子郵件附件寄給人資部門。)"
each,"each (determiner, pron., adv.) 各個、每個、各自
【搭配詞】
each other 彼此
【例句】
Each student received a textbook at the beginning of the semester. (每個學生都在學期初領到一本教科書。)"
eager,"eager (adj.) 熱切的、渴望的，形容對某事抱持強烈的期待和興奮
【例句】
The team is eager to begin the new project and implement the innovative strategies. (團隊對開始新項目並實施創新策略感到非常熱切。)"
eagerness,"eagerness (n., adj.) 熱忱、渴望
【例句】
The team showed great eagerness to begin the new project. (團隊對開始新項目展現出極大的熱忱。)"
eagle,"eagle (n.) 老鷹，鷲
【搭配詞】
eagle eye 敏銳的眼光
eagle-eyed 目光敏銳的
【例句】
The majestic eagle soared gracefully above the mountain peaks. (雄偉的老鷹在山峰上優雅地翱翔。)"
ear,"ear (n.) 耳朵、傾聽，注意（某事）
【搭配詞】
ear protection 耳部保護裝備
earplugs 耳塞
【例句】
He needs to lend an ear to the employee's concerns before making a decision. (在做出決定之前，他需要傾聽員工的顧慮。)"
early,"early (adj., adv.) 提早的、早期的、在...之前
【詞性變化】
earlier (adj.)
earliest (adj.)
【搭配詞】
early bird discount 早鳥優惠
early retirement 提早退休
【例句】
The project team needs to submit the report early to allow for revisions. (專案團隊需要提早提交報告，以便進行修改。)"
earn,"earn (v.) 透過工作、投資或努力獲得收入或報酬
【搭配詞】
earn a living 謀生
earn a reputation 贏得名聲
【例句】
Employees earn a monthly salary based on their performance and experience. (員工的月薪根據他們的績效和經驗來計算。)"
earned,"earned (v.) 透過努力或工作獲得、賺取（金錢、獎勵等）
【搭配詞】
earned income 勞務所得/薪資
earned a reputation 贏得聲譽
【例句】
The company earned a record profit this quarter due to increased sales. (由於銷售額增加，本公司在本季賺取了創紀錄的利潤。)"
earning,"earning (n.) 收入、工資、利潤（通常指透過工作或投資所獲得的）
【搭配詞】
quarterly earnings 季度盈餘
earnings report 財報
【例句】
The company's earnings for the quarter exceeded expectations. (該公司的本季度收入超出預期。)"
earnings,"earnings (n.) （公司或個人的）收入、利潤、（投資的）收益
【例句】
The company announced record earnings for the fiscal year. (該公司宣布了本財政年度創紀錄的收入。)"
earphones,"earphones (n.) 耳機（通常指有線耳機，用於個人聆聽，不包含麥克風）
【搭配詞】
wearing earphones 戴著耳機
plug in earphones 插上耳機
【例句】
Could you please use your earphones during the conference call to minimize background noise? (為了減少背景噪音，您可以在會議通話時使用耳機嗎？)"
earth,"earth (n.) 地球、地圓
【搭配詞】
earth-moving equipment 挖土/重型設備
【例句】
Our company is committed to sustainable practices to minimize our impact on the Earth. (我們公司致力於可持續的實踐，以減少對地球的影響。)"
earthquake,"earthquake (n.) 地震、（社會或政治等的）大變動，動盪
【搭配詞】
Earthquake drill 地震演習
transportation delays 交通延誤
【例句】
A powerful earthquake struck the region, causing widespread damage. (一場強烈地震襲擊了該地區，造成了廣泛的損害。)"
ease,"ease (n., v.) 減輕、放鬆、從容
【搭配詞】
with ease 輕而易舉地
ease of use 使用便利性
【例句】
The new software update aims to ease the workload for our administrative staff. (這個新的軟體更新旨在減輕行政人員的工作量。)"
easier,"easier (adj.) 較容易的、較簡單的（用於比較兩者的難易度）
【詞性變化】
easiest (adj.)
【例句】
The new software makes data entry easier for the accounting team. (新軟體讓會計團隊的資料輸入變得更簡單。)"
easily,"easily (adv.) 輕而易舉地、毫不費力地
【搭配詞】
easily accessible 易於到達
easily available 易於取得
【例句】
The new software allows employees to complete their tasks easily. (新的軟體讓員工可以輕鬆地完成他們的任務。)"
east,"east (n., adv.) 東方、東邊
【搭配詞】
East Coast 東海岸
Middle East 中東
【例句】
The company's headquarters are located in the east of the city. (該公司的總部位於市區的東邊。)"
easter,"easter (n.) 復活節，一個基督教節日
【搭配詞】
Easter weekend 復活節週末
observe the Easter holiday 遵守/慶祝復活節假期
【例句】
Due to the Easter holiday, our office will be closed from April 1st to April 2nd. (由於復活節假期，我們辦公室將於 4 月 1 日至 4 月 2 日休假。)"
eastern,"eastern (adj.) 東方的、位於東方的、東部地區的
【搭配詞】
Eastern Standard Time EST
【例句】
The company is expanding its operations into the eastern market. (公司正在擴展其業務到東部市場。)"
eastside,"eastside (n.) 東側區域、位於東方的區域（通常指城市或城鎮的一部分）
【搭配詞】
eastside district 東區行政區
eastside redevelopment project 東區重建計畫
【例句】
The company is considering relocating its warehouse to the eastside to reduce transportation costs. (公司正在考慮將倉庫搬遷到東側區域，以降低運輸成本。)"
easy,"easy (adj., adv.) 簡單的、容易的、不費力的
【詞性變化】
easier (adj.)
easiest (adj.)
【搭配詞】
easy access to 容易前往、方便使用
【例句】
The software update was surprisingly easy to install. (令人驚訝的是，這個軟體更新非常容易安裝。)"
eat,"eat (v.) 攝取食物、用餐
【詞性變化】
ate (v.)
eaten (v.)
【例句】
The company provides employees with a complimentary lunch in the cafeteria. (公司在餐廳為員工提供免費午餐。)"
eaten,"eaten (v.) 被食用、（食物）被吃掉
【詞性變化】
ate (v.)
【例句】
All the catered lunches were eaten by the conference attendees. (所有的餐點都被參加研討會的人們吃完了。)"
eating,"eating (v., gerund) 正在食用或攝取食物的行為、用餐
【詞性變化】
ate (v.)
eaten (v.)
【搭配詞】
eating out 外食/社交
eating habits 飲食習慣
【例句】
The conference attendees are currently eating lunch in the cafeteria. (會議的參與者目前正在食堂用餐。)"
ebay,"ebay (n.) 一個線上拍賣和購物網站，允許個人和企業買賣商品
【搭配詞】
online auction 線上拍賣
place a bid 出價
【例句】
The company decided to list its surplus inventory on eBay to reduce storage costs. (公司決定將其多餘的庫存放在 eBay 上銷售，以減少儲存成本。)"
echo,"echo (n., v.) 回聲、重複的回應或聲音
【搭配詞】
echo someone's sentiments 認同某人的感想
echo concerns 呼應/反映擔憂
【例句】
The conference hall's acoustics caused a noticeable echo, making it difficult to hear the speaker. (會議廳的聲學效果導致明顯的回聲，使人們難以聽清楚演講者的聲音。)"
eco-friendly,"eco-friendly (adj.) 對環境友善的、符合環保標準的
【搭配詞】
eco-friendly products 環保產品
eco-friendly materials 環保材料
【例句】
Our company is committed to sourcing eco-friendly packaging materials to reduce our environmental impact. (我們公司致力於採購對環境友善的包裝材料，以減少我們的環境影響。)"
ecological,"ecological (adj.) 生態的、 生態學的
【詞性變化】
ecology (n.)
ecologically (adv.)
【搭配詞】
related to Corporate Social Responsibility CSR
ecological' is the likely choice over 'environment noun
【例句】
The company is committed to reducing its ecological footprint by using sustainable practices. (該公司致力於透過採用永續做法來減少其生態足跡。)"
ecology,"ecology (n.) 生態學、生態
【搭配詞】
restoration ecology 復育生態學
ecological impact 生態影響
【例句】
The department implemented innovative ecology procedures to improve operational efficiency. (部門實施創新的ecology程序以提高營運效率。)"
economic,"economic (adj.) 經濟的、與經濟相關的、經濟狀況
【搭配詞】
economic recovery 經濟復甦
economic indicators 經濟指標
【例句】
The company is focusing on cost-effective solutions to improve its economic performance. (該公司正專注於具成本效益的解決方案，以提升其經濟績效。)"
economical,"economical (adj.) 經濟的、節省成本的、物超所值的
【例句】
The company is looking for more economical ways to reduce operational costs. (公司正在尋找更經濟的方式來降低營運成本。)"
economically,"economically (adv.) 在經濟上、節約地
【詞性變化】
economic (adj.)
economical (adj.)
【搭配詞】
economically viable 經濟上可行的
run a business economically 節省地經營企業
【例句】
The company needs to operate more economically to increase profits. (公司需要更經濟地營運以增加利潤。)"
